gene	spp	sumOfgenes
EOG83N9XW	2	2
EOG83N9XX	2	2
EOG83N9Z0	2	2
EOG83N9Z2	3	3
EOG83N9Z4	2	2
EOG83N9Z5	6	6
EOG83N9Z6	2	2
EOG83N9Z8	1	3
EOG83N9Z9	3	3
EOG83N9ZB	2	2
EOG83N9ZD	2	2
EOG83N9ZF	2	5
EOG83N9ZG	2	2
EOG83N9ZH	4	4
EOG83N9ZJ	2	2
EOG83N9ZM	3	3
EOG83N9ZN	5	23
EOG83N9ZP	4	6
EOG83N9ZR	2	2
EOG83R61D	57	85
EOG83R61F	25	91
EOG83R61G	76	85
EOG83R61H	3	3
EOG83R61J	6	6
EOG83R61K	68	93
EOG83R61M	75	98
EOG83R61N	2	2
EOG83R61P	72	86
EOG83R61Q	5	5
EOG83R61R	8	9
EOG83R61S	68	83
EOG83R61T	22	27
EOG83R61V	20	49
EOG83R61W	72	77
EOG83R61Z	7	9
EOG83R620	4	5
EOG83R621	68	74
EOG83R622	46	54
EOG83R623	11	19
EOG83R624	26	26
EOG83R625	5	7
EOG83R626	10	13
EOG83R627	8	10
EOG83R628	39	494
EOG83R629	8	9
EOG83R62B	25	33
EOG83R62C	66	73
EOG83R62D	72	90
EOG83R62F	4	4
EOG83R62G	53	56
EOG83R62H	32	32
EOG83R62J	60	68
EOG83R62K	3	3
EOG83R62M	4	4
EOG83R62N	11	21
EOG83R62P	5	5
EOG83R62Q	47	566
EOG83R62R	14	22
EOG83R62S	39	40
EOG83R62T	4	4
EOG83R62V	4	4
EOG83R62W	5	5
EOG83R62X	71	74
EOG83R62Z	64	68
EOG83R630	11	11
EOG83R631	9	12
EOG83R632	12	12
EOG83R633	4	4
EOG83R634	2	2
EOG83R636	15	16
EOG83R637	18	18
EOG83R638	18	22
EOG83R639	63	69
EOG83R63B	67	79
EOG83R63C	7	7
EOG83R63D	6	7
EOG83R63F	7	7
EOG83R63G	14	14
EOG83R63H	26	29
EOG83R63J	2	2
EOG83R63K	6	7
EOG83R63M	67	73
EOG83R63N	24	25
EOG83R63Q	5	5
EOG83R63R	66	86
EOG83R63S	66	70
EOG83R63V	20	45
EOG83R63W	4	4
EOG83R63X	2	2
EOG83R63Z	75	141
EOG83R640	18	19
EOG83R641	11	19
EOG83R642	20	20
EOG83R643	2	2
EOG83R644	7	7
EOG83R645	7	7
EOG83R646	17	18
EOG83R647	5	6
EOG83R648	4	4
EOG83R649	15	15
EOG83R64B	10	58
EOG83R64C	3	3
EOG83R64D	8	8
EOG83R64F	3	3
EOG83R64G	4	4
EOG83R64H	5	5
EOG83R64J	5	5
EOG83R64M	8	15
EOG83R64N	18	36
EOG83R64P	4	6
EOG83R64R	6	8
EOG83R64S	3	3
EOG83R64T	4	4
EOG83R64V	9	22
EOG83R64W	3	3
EOG83R64X	5	5
EOG83R64Z	6	6
EOG83R650	3	3
EOG83R651	5	6
EOG83R655	2	2
EOG83R657	5	5
EOG83R65B	4	5
EOG83R65C	2	2
EOG83R65D	2	2
EOG83R65F	2	2
EOG83R65H	2	2
EOG83R65K	2	2
EOG83R65M	2	2
EOG83R65N	7	11
EOG83R65P	2	2
EOG83R65Q	2	2
EOG83R65R	2	2
EOG83R65S	2	2
EOG83R65W	2	2
EOG83R660	2	2
EOG83R661	2	2
EOG83R662	5	5
EOG83R663	2	2
EOG83R664	2	2
EOG83R665	2	2
EOG83R666	2	2
EOG83R667	2	2
EOG83R668	3	4
EOG83R669	2	2
EOG83R66B	3	3
EOG83R66C	3	3
EOG83R66D	2	5
EOG83R66F	7	10
EOG83R66G	2	2
EOG83R66J	5	10
EOG83R66K	2	2
EOG83R66N	2	16
EOG83R66P	2	2
EOG83R66Q	3	3
EOG83R66R	3	4
EOG83R66S	2	2
EOG83V288	75	265
EOG83V289	10	10
EOG83V28B	58	117
EOG83V28C	17	17
EOG83V28D	75	89
EOG83V28F	21	47
EOG83V28G	70	77
EOG83V28H	70	75
EOG83V28J	71	75
EOG83V28K	69	75
EOG83V28M	71	74
EOG83V28N	49	50
EOG83V28P	59	64
EOG83V28Q	42	52
EOG83V28R	2	3
EOG83V28S	2	3
EOG83V28T	11	11
EOG83V28V	56	59
EOG83V28W	75	101
EOG83V28X	4	4
EOG83V28Z	17	17
EOG83V290	16	23
EOG83V291	69	73
EOG83V292	8	8
EOG83V293	6	7
EOG83V294	11	11
EOG83V295	74	99
EOG83V296	70	74
EOG83V297	54	56
EOG83V298	9	9
EOG83V299	67	69
EOG83V29B	42	57
EOG83V29C	5	5
EOG83V29D	3	3
EOG83V29F	2	2
EOG83V29G	68	73
EOG83V29H	8	18
EOG83V29J	64	72
EOG83V29K	5	5
EOG83V29M	74	114
EOG83V29N	12	14
EOG83V29P	71	93
EOG83V29Q	8	11
EOG83V29R	8	17
EOG83V29S	6	7
EOG83V29T	50	165
EOG83V29V	7	7
EOG83V29W	28	29
EOG83V29X	60	63
EOG83V29Z	7	7
EOG83V2B0	51	53
EOG83V2B2	11	11
EOG83V2B3	5	5
EOG83V2B4	63	64
EOG83V2B5	2	2
EOG83V2B6	75	90
EOG83V2B7	7	7
EOG83V2B8	71	81
EOG83V2B9	3	3
EOG83V2BB	3	3
EOG83V2BC	13	19
EOG83V2BD	74	83
EOG83V2BF	47	52
EOG83V2BG	19	19
EOG83V2BH	6	6
EOG83V2BJ	4	4
EOG83V2BM	17	17
EOG83V2BN	4	4
EOG83V2BP	4	4
EOG83V2BQ	68	73
EOG83V2BR	12	13
EOG83V2BS	18	20
EOG83V2BT	9	15
EOG83V2BV	56	58
EOG83V2BW	3	3
EOG83V2BX	3	3
EOG83V2C0	4	4
EOG83V2C1	5	5
EOG83V2C2	10	10
EOG83V2C3	3	3
EOG83V2C4	7	7
EOG83V2C5	3	3
EOG83V2C6	4	4
EOG83V2C7	2	2
EOG83V2C8	8	8
EOG83V2C9	13	14
EOG83V2CF	3	3
EOG83V2CG	5	5
EOG83V2CH	2	2
EOG83V2CJ	9	9
EOG83V2CK	30	80
EOG83V2CN	10	10
EOG83V2CP	10	11
EOG83V2CR	6	8
EOG83V2CS	5	5
EOG83V2CV	6	6
EOG83V2CW	6	6
EOG83V2CX	4	4
EOG83V2CZ	3	3
EOG83V2D0	2	2
EOG83V2D1	3	3
EOG83V2D2	3	3
EOG83V2D3	2	2
EOG83V2D4	4	16
EOG83V2D5	2	2
EOG83V2D8	7	8
EOG83V2D9	4	4
EOG83V2DB	2	2
EOG83V2DD	2	2
EOG83V2DH	2	2
EOG83V2DN	6	8
EOG83V2DP	3	3
EOG83V2DV	2	2
EOG83V2DW	2	2
EOG83V2DX	6	9
EOG83V2DZ	2	2
EOG83V2F0	2	2
EOG83V2F1	2	2
EOG83V2F2	4	4
EOG83V2F3	3	15
EOG83V2F4	2	2
EOG83V2F8	2	2
EOG83V2FB	2	2
EOG83V2FD	2	3
EOG83V2FF	5	5
EOG83V2FH	3	3
EOG83V2FJ	4	5
EOG83V2FK	2	2
EOG83XXH8	60	72
EOG83XXH9	4	6
EOG83XXHB	73	155
EOG83XXHC	75	81
EOG83XXHD	68	77
EOG83XXHG	3	3
EOG83XXHH	7	7
EOG83XXHJ	38	48
EOG83XXHK	10	13
EOG83XXHM	56	69
EOG83XXHN	62	64
EOG83XXHP	73	109
EOG83XXHQ	31	31
EOG83XXHR	6	9
EOG83XXHS	7	7
EOG83XXHT	4	4
EOG83XXHV	5	5
EOG83XXHW	7	7
EOG83XXHX	23	23
EOG83XXHZ	25	27
EOG83XXJ1	33	42
EOG83XXJ2	71	81
EOG83XXJ3	9	10
EOG83XXJ4	73	74
EOG83XXJ5	70	95
EOG83XXJ6	41	46
EOG83XXJ7	2	2
EOG83XXJ8	48	70
EOG83XXJ9	27	29
EOG83XXJB	9	13
EOG83XXJC	76	283
EOG83XXJD	66	67
EOG83XXJF	33	42
EOG83XXJH	68	82
EOG83XXJJ	72	81
EOG83XXJK	9	11
EOG83XXJM	44	65
EOG83XXJN	6	7
EOG83XXJP	74	78
EOG83XXJQ	72	77
EOG83XXJR	2	2
EOG83XXJS	69	71
EOG83XXJV	4	4
EOG83XXJW	38	40
EOG83XXJX	7	7
EOG83XXJZ	68	68
EOG83XXK0	5	5
EOG83XXK1	7	7
EOG83XXK2	72	90
EOG83XXK4	21	60
EOG83XXK5	7	9
EOG83XXK6	5	5
EOG83XXK7	6	6
EOG83XXK8	9	10
EOG83XXK9	5	5
EOG83XXKB	74	152
EOG83XXKC	9	10
EOG83XXKD	53	54
EOG83XXKG	2	3
EOG83XXKH	4	4
EOG83XXKJ	3	3
EOG83XXKK	3	3
EOG83XXKM	5	7
EOG83XXKN	5	5
EOG83XXKP	6	6
EOG83XXKQ	2	2
EOG83XXKR	6	10
EOG83XXKS	4	4
EOG83XXKT	2	2
EOG83XXKW	5	5
EOG83XXKX	66	73
EOG83XXKZ	7	7
EOG83XXM0	16	19
EOG83XXM2	21	21
EOG83XXM4	3	3
EOG83XXM5	3	3
EOG83XXM8	8	12
EOG83XXM9	2	2
EOG83XXMB	2	2
EOG83XXMC	6	7
EOG83XXMD	5	5
EOG83XXMF	26	28
EOG83XXMG	21	21
EOG83XXMJ	29	30
EOG83XXMK	41	43
EOG83XXMM	4	4
EOG83XXMP	3	3
EOG83XXMQ	5	5
EOG83XXMR	2	2
EOG83XXMS	4	4
EOG83XXMT	23	285
EOG83XXMW	3	3
EOG83XXMZ	2	2
EOG83XXN0	2	2
EOG83XXN1	2	2
EOG83XXN2	2	2
EOG83XXN3	2	2
EOG83XXN4	2	2
EOG83XXN5	2	2
EOG83XXN6	4	4
EOG83XXN7	2	2
EOG83XXN8	3	3
EOG83XXN9	3	4
EOG83XXNC	2	2
EOG83XXND	2	2
EOG83XXNG	3	3
EOG83XXNH	3	4
EOG83XXNJ	2	4
EOG83XXNK	2	2
EOG83XXNN	4	17
EOG83XXNP	2	2
EOG83XXNQ	3	3
EOG83XXNS	3	3
EOG83XXNV	4	6
EOG83XXNW	2	2
EOG83XXNX	2	2
EOG83XXNZ	2	2
EOG83XXP2	2	2
EOG83XXP3	5	9
EOG83XXP4	4	4
EOG83XXP5	2	2
EOG83XXP6	2	2
EOG83XXP8	2	2
EOG83XXP9	2	3
EOG83XXPB	2	2
EOG83XXPC	2	2
EOG83XXPD	2	2
EOG83XXPF	2	2
EOG83XXPH	7	12
EOG83XXPJ	2	2
EOG841SR5	67	89
EOG841SR6	17	19
EOG841SR7	71	100
EOG841SR8	76	117
EOG841SR9	8	8
EOG841SRB	7	8
EOG841SRC	74	97
EOG841SRD	75	156
EOG841SRF	4	6
EOG841SRG	45	50
EOG841SRH	36	46
EOG841SRJ	14	16
EOG841SRK	4	4
EOG841SRM	53	66
EOG841SRN	2	2
EOG841SRP	29	46
EOG841SRQ	45	51
EOG841SRR	74	137
EOG841SRS	12	15
EOG841SRT	9	9
EOG841SRV	76	98
EOG841SRW	2	2
EOG841SRX	51	60
EOG841SRZ	68	97
EOG841SS0	58	93
EOG841SS1	74	74
EOG841SS2	2	2
EOG841SS3	56	90
EOG841SS4	5	6
EOG841SS5	6	6
EOG841SS6	3	3
EOG841SS7	13	19
EOG841SS8	46	52
EOG841SS9	3	7
EOG841SSB	71	102
EOG841SSC	9	9
EOG841SSD	5	6
EOG841SSF	68	74
EOG841SSG	4	4
EOG841SSJ	7	16
EOG841SSK	8	8
EOG841SSM	19	19
EOG841SSN	64	70
EOG841SSQ	3	3
EOG841SSS	54	359
EOG841SST	72	74
EOG841SSV	4	5
EOG841SSW	45	49
EOG841SSX	41	48
EOG841SSZ	36	37
EOG841ST0	3	3
EOG841ST1	3	3
EOG841ST2	5	5
EOG841ST3	2	2
EOG841ST4	5	5
EOG841ST5	63	96
EOG841ST7	5	5
EOG841ST8	3	3
EOG841ST9	14	21
EOG841STB	5	6
EOG841STC	4	4
EOG841STD	8	8
EOG841STF	52	58
EOG841STG	8	10
EOG841STJ	4	4
EOG841STK	16	16
EOG841STM	9	9
EOG841STN	3	3
EOG841STP	5	5
EOG841STQ	8	8
EOG841STR	71	93
EOG841STS	4	4
EOG841STT	10	10
EOG841STV	3	5
EOG841STW	5	5
EOG841STX	10	11
EOG841STZ	48	54
EOG841SV0	61	63
EOG841SV3	18	18
EOG841SV4	14	15
EOG841SV5	4	4
EOG841SV6	6	6
EOG841SV7	9	9
EOG841SV8	5	5
EOG841SV9	55	65
EOG841SVB	5	5
EOG841SVC	3	3
EOG841SVD	12	12
EOG841SVG	3	3
EOG841SVH	4	4
EOG841SVJ	3	3
EOG841SVK	8	9
EOG841SVM	7	7
EOG841SVN	8	11
EOG841SVP	3	3
EOG841SVQ	6	6
EOG841SVR	27	85
EOG841SVS	3	3
EOG841SVT	2	2
EOG841SVV	3	3
EOG841SVW	5	5
EOG841SVZ	2	2
EOG841SW0	2	2
EOG841SW2	3	3
EOG841SW8	3	6
EOG841SW9	2	2
EOG841SWC	7	8
EOG841SWD	3	6
EOG841SWF	5	8
EOG841SWK	2	2
EOG841SWM	3	3
EOG841SWQ	3	3
EOG841SWT	2	2
EOG841SWV	2	2
EOG841SWW	2	2
EOG841SWX	2	2
EOG841SWZ	2	3
EOG841SX0	3	3
EOG841SX1	2	2
EOG841SX3	2	2
EOG841SX4	3	3
EOG841SX5	11	30
EOG841SX7	2	2
EOG841SX8	2	2
EOG841SX9	2	3
EOG841SXB	2	2
EOG841SXC	3	4
EOG841SXD	2	15
EOG841SXF	2	2
EOG841SXG	2	2
EOG841SXH	3	3
EOG844P04	42	49
EOG844P05	16	17
EOG844P06	69	193
EOG844P07	75	100
EOG844P08	68	91
EOG844P09	74	89
EOG844P0B	5	6
EOG844P0C	66	69
EOG844P0D	73	96
EOG844P0F	70	87
EOG844P0G	26	30
EOG844P0H	75	101
EOG844P0J	14	14
EOG844P0K	35	36
EOG844P0M	40	50
EOG844P0N	11	11
EOG844P0P	18	49
EOG844P0Q	72	82
EOG844P0R	27	27
EOG844P0S	48	98
EOG844P0V	12	17
EOG844P0W	74	82
EOG844P0X	7	7
EOG844P0Z	6	6
EOG844P10	6	16
EOG844P11	76	385
EOG844P12	16	19
EOG844P13	59	89
EOG844P14	67	111
EOG844P15	3	4
EOG844P16	65	71
EOG844P17	72	83
EOG844P18	6	9
EOG844P19	4	5
EOG844P1B	72	93
EOG844P1C	5	8
EOG844P1D	8	24
EOG844P1F	14	14
EOG844P1G	2	2
EOG844P1H	74	98
EOG844P1J	2	2
EOG844P1K	3	5
EOG844P1M	24	24
EOG844P1N	70	83
EOG844P1P	9	10
EOG844P1Q	61	65
EOG844P1R	5	6
EOG844P1S	71	83
EOG844P1T	68	119
EOG844P1V	3	3
EOG844P1X	18	25
EOG844P1Z	11	11
EOG844P20	8	8
EOG844P21	38	41
EOG844P24	3	3
EOG844P25	5	5
EOG844P26	4	4
EOG844P27	4	4
EOG844P29	3	3
EOG844P2B	3	3
EOG844P2C	21	21
EOG844P2D	5	5
EOG844P2G	7	10
EOG844P2H	3	3
EOG844P2J	10	10
EOG844P2K	10	12
EOG844P2M	5	7
EOG844P2N	5	6
EOG844P2P	6	7
EOG844P2Q	57	62
EOG844P2R	5	5
EOG844P2S	60	62
EOG844P2T	3	3
EOG844P2V	7	7
EOG844P2W	3	3
EOG844P2X	25	27
EOG844P30	4	4
EOG844P31	48	66
EOG844P32	67	73
EOG844P34	10	10
EOG844P35	64	69
EOG844P37	36	42
EOG844P38	4	4
EOG844P39	2	2
EOG844P3B	5	5
EOG844P3C	5	5
EOG844P3D	3	3
EOG844P3G	17	17
EOG844P3H	6	12
EOG844P3J	4	4
EOG844P3K	4	4
EOG844P3M	4	4
EOG844P3N	5	5
EOG844P3P	4	4
EOG844P3Q	4	4
EOG844P3R	2	2
EOG844P3S	3	3
EOG844P3V	2	3
EOG844P3W	2	2
EOG844P3Z	2	2
EOG844P40	2	5
EOG844P41	2	2
EOG844P43	2	2
EOG844P44	2	2
EOG844P45	2	3
EOG844P46	2	2
EOG844P48	2	2
EOG844P49	3	3
EOG844P4B	2	2
EOG844P4D	2	2
EOG844P4F	7	12
EOG844P4G	4	7
EOG844P4J	2	2
EOG844P4M	7	11
EOG844P4P	4	4
EOG844P4Q	2	3
EOG844P4S	2	2
EOG844P4W	2	2
EOG844P4X	2	2
EOG844P50	2	2
EOG844P54	2	2
EOG844P56	2	3
EOG844P58	5	8
EOG844P59	2	2
EOG844P5B	8	8
EOG844P5C	2	2
EOG844P5D	2	2
EOG844P5F	2	2
EOG847J71	69	75
EOG847J72	75	90
EOG847J73	71	91
EOG847J74	5	6
EOG847J75	73	84
EOG847J76	4	4
EOG847J77	73	87
EOG847J78	44	50
EOG847J79	5	5
EOG847J7B	8	12
EOG847J7C	6	6
EOG847J7D	2	3
EOG847J7F	65	66
EOG847J7G	8	9
EOG847J7H	9	29
EOG847J7J	3	3
EOG847J7K	28	30
EOG847J7M	6	7
EOG847J7N	58	156
EOG847J7P	73	81
EOG847J7Q	29	77
EOG847J7R	8	8
EOG847J7S	75	81
EOG847J7T	13	27
EOG847J7V	5	5
EOG847J7W	23	30
EOG847J7X	73	92
EOG847J7Z	5	6
EOG847J80	44	70
EOG847J82	70	74
EOG847J83	7	7
EOG847J84	8	10
EOG847J85	13	24
EOG847J86	9	9
EOG847J87	6	7
EOG847J88	75	78
EOG847J89	6	6
EOG847J8B	6	6
EOG847J8C	6	6
EOG847J8D	3	4
EOG847J8F	8	8
EOG847J8G	4	4
EOG847J8H	7	7
EOG847J8J	2	2
EOG847J8K	12	29
EOG847J8M	6	6
EOG847J8N	5	6
EOG847J8P	4	12
EOG847J8Q	68	69
EOG847J8S	14	16
EOG847J8T	3	3
EOG847J8V	76	152
EOG847J8W	7	7
EOG847J8X	19	26
EOG847J8Z	3	3
EOG847J90	5	17
EOG847J91	70	72
EOG847J92	5	5
EOG847J93	4	5
EOG847J94	6	8
EOG847J95	72	78
EOG847J96	8	8
EOG847J97	6	6
EOG847J98	19	21
EOG847J99	5	5
EOG847J9B	7	10
EOG847J9D	9	10
EOG847J9F	9	9
EOG847J9G	4	4
EOG847J9H	3	3
EOG847J9J	3	5
EOG847J9M	12	13
EOG847J9N	3	3
EOG847J9P	3	3
EOG847J9Q	5	5
EOG847J9R	45	62
EOG847J9S	12	13
EOG847J9V	5	5
EOG847J9W	18	18
EOG847J9X	5	5
EOG847J9Z	3	3
EOG847JB0	10	17
EOG847JB1	4	4
EOG847JB3	11	11
EOG847JB4	40	95
EOG847JB5	6	6
EOG847JB6	2	2
EOG847JB7	4	4
EOG847JB8	2	2
EOG847JBB	3	3
EOG847JBC	2	2
EOG847JBD	5	5
EOG847JBG	2	2
EOG847JBJ	4	4
EOG847JBK	3	4
EOG847JBM	4	4
EOG847JBN	5	5
EOG847JBP	16	31
EOG847JBR	2	2
EOG847JBS	3	3
EOG847JBT	2	2
EOG847JBV	3	8
EOG847JBX	2	2
EOG847JBZ	2	2
EOG847JC0	2	2
EOG847JC2	3	5
EOG847JC3	2	6
EOG847JC4	8	12
EOG847JC7	3	3
EOG847JC9	7	8
EOG847JCC	4	8
EOG847JCD	2	5
EOG847JCF	2	7
EOG847JCH	2	3
EOG847JCJ	2	2
EOG847JCK	3	3
EOG847JCN	2	2
EOG847JCQ	2	2
EOG847JCR	2	2
EOG847JCS	2	2
EOG847JCT	2	2
EOG847JCW	3	5
EOG847JCX	2	2
EOG847JD1	2	2
EOG847JD2	3	3
EOG847JD4	3	3
EOG847JD6	2	2
EOG847JD8	4	4
EOG847JD9	3	4
EOG84BDFZ	76	129
EOG84BDG0	69	93
EOG84BDG1	64	82
EOG84BDG2	71	103
EOG84BDG3	11	49
EOG84BDG4	43	51
EOG84BDG5	74	144
EOG84BDG6	70	88
EOG84BDG7	13	44
EOG84BDG8	64	70
EOG84BDG9	34	46
EOG84BDGB	72	137
EOG84BDGC	64	87
EOG84BDGD	72	78
EOG84BDGF	5	6
EOG84BDGG	68	73
EOG84BDGH	9	13
EOG84BDGJ	55	56
EOG84BDGK	7	8
EOG84BDGM	66	70
EOG84BDGN	66	73
EOG84BDGP	68	73
EOG84BDGQ	73	91
EOG84BDGR	38	38
EOG84BDGS	73	91
EOG84BDGT	4	7
EOG84BDGV	73	79
EOG84BDGW	46	47
EOG84BDGX	3	3
EOG84BDGZ	8	8
EOG84BDH0	76	82
EOG84BDH1	71	78
EOG84BDH2	42	45
EOG84BDH3	5	5
EOG84BDH4	64	73
EOG84BDH5	75	88
EOG84BDH6	2	2
EOG84BDH7	24	79
EOG84BDH8	3	3
EOG84BDH9	28	29
EOG84BDHB	65	71
EOG84BDHC	2	2
EOG84BDHD	10	10
EOG84BDHG	66	71
EOG84BDHK	3	3
EOG84BDHM	5	5
EOG84BDHN	70	77
EOG84BDHP	3	3
EOG84BDHQ	3	3
EOG84BDHR	74	77
EOG84BDHS	53	54
EOG84BDHT	21	34
EOG84BDHV	32	32
EOG84BDHW	4	4
EOG84BDHX	6	6
EOG84BDJ0	6	6
EOG84BDJ1	75	82
EOG84BDJ2	8	8
EOG84BDJ5	12	17
EOG84BDJ6	65	93
EOG84BDJ7	3	3
EOG84BDJ8	6	6
EOG84BDJ9	75	77
EOG84BDJB	3	3
EOG84BDJC	2	2
EOG84BDJD	2	2
EOG84BDJF	6	19
EOG84BDJG	3	3
EOG84BDJH	4	4
EOG84BDJJ	5	5
EOG84BDJK	3	3
EOG84BDJM	25	54
EOG84BDJN	3	3
EOG84BDJP	16	17
EOG84BDJQ	10	13
EOG84BDJT	10	26
EOG84BDJV	14	14
EOG84BDJW	2	2
EOG84BDJX	13	28
EOG84BDJZ	4	4
EOG84BDK0	7	7
EOG84BDK3	3	3
EOG84BDK5	7	7
EOG84BDK6	3	3
EOG84BDK9	4	7
EOG84BDKB	5	5
EOG84BDKC	3	4
EOG84BDKF	6	7
EOG84BDKG	6	6
EOG84BDKH	4	4
EOG84BDKJ	5	8
EOG84BDKK	4	5
EOG84BDKN	4	4
EOG84BDKP	2	2
EOG84BDKR	2	2
EOG84BDKS	2	2
EOG84BDKT	2	2
EOG84BDKW	4	4
EOG84BDM0	3	3
EOG84BDM3	2	2
EOG84BDM4	2	2
EOG84BDM5	3	3
EOG84BDM6	2	2
EOG84BDM7	2	2
EOG84BDM9	2	2
EOG84BDMC	3	3
EOG84BDMF	3	8
EOG84BDMG	2	3
EOG84BDMH	2	2
EOG84BDMJ	3	14
EOG84BDMK	8	37
EOG84BDMM	2	7
EOG84BDMN	2	2
EOG84BDMP	3	5
EOG84BDMR	2	2
EOG84BDMS	3	9
EOG84BDMT	3	7
EOG84BDMW	2	3
EOG84BDMX	2	2
EOG84BDMZ	2	2
EOG84BDN0	5	15
EOG84BDN1	6	6
EOG84BDN3	2	2
EOG84BDN4	2	14
EOG84BDN6	2	2
EOG84BDN7	2	2
EOG84BDN8	3	3
EOG84BDN9	6	12
EOG84F8PW	13	18
EOG84F8PX	16	18
EOG84F8PZ	63	77
EOG84F8Q0	2	2
EOG84F8Q1	5	5
EOG84F8Q2	73	85
EOG84F8Q3	16	16
EOG84F8Q4	46	55
EOG84F8Q5	63	76
EOG84F8Q6	5	5
EOG84F8Q7	9	10
EOG84F8Q8	7	9
EOG84F8Q9	25	39
EOG84F8QB	73	75
EOG84F8QC	6	6
EOG84F8QD	6	6
EOG84F8QF	76	94
EOG84F8QG	2	3
EOG84F8QH	8	8
EOG84F8QJ	2	2
EOG84F8QK	19	19
EOG84F8QM	69	463
EOG84F8QN	11	29
EOG84F8QP	70	78
EOG84F8QQ	3	3
EOG84F8QR	67	71
EOG84F8QS	57	62
EOG84F8QT	5	6
EOG84F8QV	2	2
EOG84F8QW	74	80
EOG84F8QZ	5	5
EOG84F8R0	55	64
EOG84F8R1	5	5
EOG84F8R2	10	10
EOG84F8R3	70	73
EOG84F8R4	2	2
EOG84F8R5	72	76
EOG84F8R6	73	82
EOG84F8R7	5	6
EOG84F8R8	75	99
EOG84F8R9	5	6
EOG84F8RB	10	14
EOG84F8RC	2	2
EOG84F8RD	3	3
EOG84F8RF	4	4
EOG84F8RG	2	3
EOG84F8RH	7	7
EOG84F8RJ	72	81
EOG84F8RK	2	3
EOG84F8RM	3	3
EOG84F8RN	53	81
EOG84F8RQ	2	2
EOG84F8RR	66	76
EOG84F8RS	73	82
EOG84F8RT	70	78
EOG84F8RV	6	7
EOG84F8RW	3	3
EOG84F8RX	68	72
EOG84F8RZ	68	73
EOG84F8S0	8	14
EOG84F8S1	7	7
EOG84F8S2	3	3
EOG84F8S3	12	17
EOG84F8S4	3	3
EOG84F8S5	3	3
EOG84F8S6	63	67
EOG84F8S7	43	52
EOG84F8S8	70	71
EOG84F8S9	9	10
EOG84F8SC	13	26
EOG84F8SF	9	9
EOG84F8SG	6	6
EOG84F8SJ	6	6
EOG84F8SK	3	3
EOG84F8SN	4	7
EOG84F8SP	2	2
EOG84F8SQ	7	7
EOG84F8SR	2	2
EOG84F8SS	8	8
EOG84F8SV	60	67
EOG84F8SW	22	26
EOG84F8SX	5	7
EOG84F8T1	20	24
EOG84F8T2	7	7
EOG84F8T3	12	12
EOG84F8T5	4	4
EOG84F8T6	22	22
EOG84F8T8	4	4
EOG84F8T9	3	3
EOG84F8TB	7	9
EOG84F8TC	8	8
EOG84F8TF	6	10
EOG84F8TG	3	3
EOG84F8TH	10	10
EOG84F8TJ	2	2
EOG84F8TK	4	4
EOG84F8TM	2	2
EOG84F8TN	2	2
EOG84F8TP	3	11
EOG84F8TQ	8	15
EOG84F8TR	2	2
EOG84F8TT	2	2
EOG84F8TX	2	2
EOG84F8TZ	3	3
EOG84F8V1	2	2
EOG84F8V2	3	4
EOG84F8V3	2	2
EOG84F8V4	2	2
EOG84F8V6	5	81
EOG84F8V7	2	2
EOG84F8V8	2	2
EOG84F8VB	9	9
EOG84F8VC	6	12
EOG84F8VD	2	2
EOG84F8VF	2	2
EOG84F8VG	2	2
EOG84F8VN	6	14
EOG84F8VP	2	2
EOG84F8VQ	2	2
EOG84F8VR	2	5
EOG84F8VV	4	4
EOG84F8VW	6	6
EOG84F8VX	2	2
EOG84F8W0	2	2
EOG84F8W1	6	11
EOG84F8W2	2	2
EOG84F8W3	5	6
EOG84F8W4	2	4
EOG84F8W5	2	3
EOG84F8W6	2	2
EOG84J4XT	25	28
EOG84J4XV	19	19
EOG84J4XW	76	136
EOG84J4XX	64	85
EOG84J4XZ	76	193
EOG84J4Z0	13	13
EOG84J4Z1	7	7
EOG84J4Z2	74	125
EOG84J4Z3	74	75
EOG84J4Z4	72	77
EOG84J4Z5	5	5
EOG84J4Z6	72	85
EOG84J4Z7	3	3
EOG84J4Z8	73	90
EOG84J4Z9	64	65
EOG84J4ZB	69	78
EOG84J4ZC	5	6
EOG84J4ZD	74	116
EOG84J4ZF	4	4
EOG84J4ZG	7	8
EOG84J4ZH	5	6
EOG84J4ZJ	18	26
EOG84J4ZK	7	7
EOG84J4ZM	7	15
EOG84J4ZN	62	75
EOG84J4ZP	71	81
EOG84J4ZQ	10	11
EOG84J4ZR	10	15
EOG84J4ZS	55	59
EOG84J4ZT	48	73
EOG84J4ZV	7	8
EOG84J4ZW	18	25
EOG84J4ZX	76	199
EOG84J4ZZ	4	4
EOG84J500	2	5
EOG84J501	65	68
EOG84J502	4	6
EOG84J504	65	69
EOG84J505	17	18
EOG84J506	2	2
EOG84J507	5	5
EOG84J508	6	10
EOG84J509	4	4
EOG84J50B	14	18
EOG84J50C	3	4
EOG84J50D	9	9
EOG84J50F	70	82
EOG84J50H	4	4
EOG84J50J	3	3
EOG84J50K	28	45
EOG84J50M	3	3
EOG84J50N	3	3
EOG84J50P	19	21
EOG84J50Q	3	4
EOG84J50S	9	9
EOG84J50T	5	6
EOG84J50V	70	79
EOG84J50W	18	18
EOG84J50X	44	331
EOG84J50Z	10	11
EOG84J510	7	7
